"","nconst","primaryName","birthYear","deathYear","primaryProfession","knownForTitles"
"7956153","nm5689944","Aleksey Chupov","1973","\N","director,writer,actor","tt8900172,tt2934404,tt12025128,tt13322726"
"7961154","nm5695570","Keith Lucas","\N","\N","actor,writer,producer","tt3042900,tt9784798,tt6218048,tt2294449"
"7963976","nm5698755","Sharan Sharma","\N","\N","miscellaneous,assistant_director,director","tt4559006,tt10350626,tt2178470,tt16227342"
"7970275","nm5705851","Erin Lee Carr","\N","\N","director,producer","tt9614090,tt15469820,tt8299654,tt6442978"
"7978972","nm5715866","Peter Rida Michail","1977","\N","director,actor,producer","tt1029211,tt2771780,tt7713068,tt7424200"
"7983926","nm5721489","Geun-seop Jeong","\N","\N","director,writer,assistant_director","tt0298826,tt2969522,tt4814290,tt6649964"
"7984710","nm5722382","Cary Murnion","\N","\N","director,producer,writer","tt10314450,tt2490326,tt16991194,tt4720702"
"7985075","nm5722803","Cheol-Hong Jeon","\N","\N","writer","tt3634940,tt0470711,tt3541262,tt0457007"
"7989403","nm5728000","Richard C. Morais","\N","\N","writer","tt2980648"
"7992662","nm5732579","Jonathan Milott","\N","\N","director,writer,producer","tt10314450,tt2490326,tt16991194,tt4720702"
"7994162","nm5734659","Durian Sukegawa","\N","\N","writer","tt4298958,tt4832652,tt1233510,tt2229232"
"7996020","nm5737366","Caren Lissner","\N","\N","writer","tt2989524"
"7996316","nm5737776","Henry Chaisson","1992","\N","writer,producer,director","tt7740510,tt8068860"
"8003536","nm5747900","Jérémie Guez","\N","\N","writer,producer,director","tt7816392,tt4266076,tt6921496,tt8368294"
"8008994","nm5755883","Matthew Kennedy","\N","\N","writer,producer","tt7923220,tt8280894,tt4950228,tt3006054"
"8009225","nm5756214","Rakshit Shetty","1983","\N","actor,producer,writer","tt6054758,tt3962198,tt3394420,tt7998242"
"8013252","nm5762091","Valdimar Jóhannsson","1978","\N","camera_department,special_effects,director","tt3748528,tt9777666,tt9812474,tt1483013"
"8027936","nm5782747","Diego Paszkowski","\N","\N","actor,writer","tt2241605"
"8036064","nm5795768","Kyril Bonfiglioli","1928","1985","writer","tt3045616"
"8039799","nm5801106","Thirukumaran","\N","\N","writer,director,actor","tt14923112,tt5332522,tt7715202,tt3056436"
"8046243","nm5810182","Olivier Ducray","\N","\N","writer,director,producer","tt4475126,tt17049070,tt11384596,tt5157682"
"8047722","nm5812265","Somnath Dey","\N","\N","editor,writer,editorial_department","tt5143402,tt2855648,tt4208710,tt5988222"
"8053341","nm5820154","Ilya Naishuller","1983","\N","director,writer,producer","tt7888964,tt3072482"
"8058127","nm5827220","Kostas Peroulis","\N","\N","writer","tt3078242,tt6280810"
"8060114","nm5830014","Mark James","\N","\N","producer,writer","tt3081268,tt6504538,tt3417854"
"8060833","nm5831457","Feyyaz Yigit","\N","\N","editor,actor,writer","tt13675832,tt9675274,tt2736932,tt7748244"
"8061349","nm5832288","Jim McGrath","\N","\N","writer","tt3082898"
"8069797","nm5844211","Jennifer Kluska","\N","\N","producer,assistant_director,art_department","tt6927444,tt9628244,tt0389790,tt1985966"
"8075585","nm5851640","Sotiris Tsafoulias","\N","\N","writer,director,actor","tt5221894,tt7120540,tt10478048,tt3098754"
"8076820","nm5853165","Colin Harrison","\N","\N","writer,producer","tt3100274"
"8080790","nm5858664","Kevin Kwan","\N","\N","writer,producer,actor","tt9115110,tt9398578,tt3104988,tt8792890"
"8085242","nm5864876","Dan Curry","\N","\N","writer,producer,actor","tt9904738,tt9684220,tt1781834,tt2244495"
"8096151","nm5879674","Brian DeLeeuw","\N","\N","writer,producer","tt6127004,tt3698558,tt4720596,tt8745960"
"8098792","nm5883056","David D. Jones","\N","\N","writer,producer,miscellaneous","tt9069242,tt10719080,tt6151048,tt9419976"
"8098922","nm5883229","Penelope Fitzgerald","1916","2000","writer","tt0267154,tt1578678,tt3127022,tt4773272"
"8100406","nm5885049","Tracey Scott Wilson","\N","\N","producer,writer,miscellaneous","tt2149175,tt2452150,tt8746478,tt2184980"
"8101284","nm5886139","Callie Kloves","\N","\N","writer,miscellaneous","tt2388771,tt2800054,tt1321870"
"8109196","nm5897072","Prasad Rishi","\N","\N","assistant_director,writer,script_department","tt3142764,tt4958666,tt9633480,tt2091384"
"8114702","nm5904510","Tushar Paranjape","\N","\N","writer,assistant_director,director","tt9460478,tt12861850,tt3341582,tt3811568"
"8116494","nm5907071","Nandakishore","\N","\N","director,writer,actor","tt7994158,tt9592496,tt3184756,tt5995602"
"8124080","nm5917942","Jason Cabell","\N","\N","actor,producer,director","tt5792656,tt4593384"
"8131618","nm5927607","Ted Osborne","\N","\N","writer","tt2793236,tt0154129"
"8131619","nm5927608","Al Taliaferro","1905","1969","writer","tt2793236,tt0154129"
"8135284","nm5932553","Vinil Mathew","\N","\N","director,writer","tt9185242,tt4874948,tt11027830,tt3173910"
"8145178","nm5945690","Qui Nguyen","\N","\N","writer","tt8965666,tt5109280,tt8778064,tt4118466"
"8146758","nm5947733","Richard Switzer","1995","\N","producer,writer,director","tt4556370,tt5622412,tt3859272,tt7286966"
"8155151","nm5958525","Flora Greeson","\N","\N","writer","tt8884568,tt9308382"
"8157138","nm5961051","Atlee Kumar","1983","\N","writer,director,assistant_director","tt6485666,tt1305797,tt5440700,tt3203910"
"8157209","nm5961159","Atika Chohan","\N","\N","writer,actress,miscellaneous","tt2929690,tt9614460,tt10062614,tt9209388"
"8157437","nm5961451","Kevin Burrows","\N","\N","writer,producer,director","tt0481499,tt10150154,tt3864286,tt7525778"
"8160223","nm5965055","Romain Puértolas","\N","\N","writer,actor","tt0390699,tt0872057,tt2071372,tt5371168"
"8160263","nm5965104","K. Chandru","\N","\N","writer,director,music_department","tt4983780,tt6317052,tt3207536,tt3253548"
"8161705","nm5966976","Jay Carson","\N","\N","producer,writer,miscellaneous","tt7074886,tt1856010,tt4566940,tt7203552"
"8162001","nm5967378","Laura Sobiech","\N","\N","writer","tt3209630,tt6473066,tt10827252"
"8163305","nm5969138","Sandeep Singh","\N","\N","producer,soundtrack,writer","tt2424988,tt2215477,tt6265988,tt3001638"
"8163306","nm5969139","Garima Wahal","\N","\N","writer,soundtrack,director","tt5785170,tt5542802,tt8983202,tt2215477"
"8171654","nm5979724","Guillermo Calderón","\N","\N","writer,script_department","tt4375438,tt8800266,tt4698584,tt2014392"
"8175472","nm5984688","Ellen Furman","\N","\N","writer","tt4106514,tt3226786,tt9806274,tt1355631"
"8177032","nm5986857","Keegan Kuhn","\N","\N","director,producer,writer","tt3228824,tt3302820,tt9146462,tt5541848"
"8178501","nm5988910","Vivian Sadovitch","\N","\N","actress,writer","tt2222394"
"8179935","nm5990921","Elissa Matsueda","\N","\N","writer","tt5427194,tt7365604,tt3233418,tt4578084"
"8186550","nm5999733","Jung-Woo Park","\N","\N","director,writer","tt10653312,tt9048574,tt6302160,tt3243196"
"8189429","nm6003581","Julian Klincewicz","\N","\N","director,cinematographer,actor","tt14451304,tt12607910,tt3246944,tt10147546"
"8199474","nm6016499","Justin Olson","\N","\N","writer","tt5945930,tt13710046,tt3859272,tt3143764"
"8203397","nm6021609","Jason Mitcheltree","\N","\N","cinematographer,writer,actor","tt8718300,tt4533426,tt5475108,tt15174756"
"8211044","nm6031291","Polly Stenham","\N","\N","writer,director","tt2341669,tt0441074,tt8672508,tt1974419"
"8212311","nm6033035","Christopher Wehner","\N","\N","writer,producer","tt7026082,tt3255590"
"8214187","nm6035528","Graham Ingels","\N","\N","writer","\N"
"8214313","nm6035700","Olivia Milch","\N","\N","writer,director,producer","tt1498864,tt10246030,tt3458510,tt5164214"
"8218121","nm6041096","Tim Zimmermann","\N","\N","producer,writer","tt3596100,tt4425424,tt2545118,tt3501258"
"8218528","nm6041683","Mari Selvaraj","\N","\N","director,writer,assistant_director","tt15097358,tt15097350,tt11581174,tt8176054"
"8222579","nm6046765","Sandra Vo-Anh","\N","\N","writer","tt4422464,tt2316801"
"8223889","nm6048418","Timur Vermes","1967","\N","writer","tt2173023,tt1239083,tt4176826,tt2071372"
"8226829","nm6052646","Siddharth-Garima","\N","\N","music_department,writer","tt2215477,tt8983202,tt5935704,tt3735246"
"8229771","nm6056595","André Aciman","\N","\N","writer,actor","tt5726616,tt8638066,tt7581524,tt7239070"
"8230064","nm6057112","Kip Andersen","\N","\N","producer,writer,director","tt5541848,tt7143760,tt3302820,tt14152756"
"8230236","nm6057371","Zeenat Lakhani","\N","\N","writer","tt5764096,tt15250998,tt3302962"
"8236963","nm6066050","Josie Rourke","\N","\N","miscellaneous,director,writer","tt4682842,tt6546570,tt2328900,tt5536316"
"8237257","nm6066435","Kacharla Venkat","\N","\N","director,writer","tt3313464,tt8914492"
"8242869","nm6073824","Prashanth Neel","\N","\N","writer,director","tt7838252,tt14697030,tt3320542,tt10698680"
"8244738","nm6076487","Kevin Brooks","\N","\N","writer","tt5950026,tt3171832"
"8254516","nm6089358","Jae-ho Jung","\N","\N","writer","tt2351310,tt1210814"
"8255535","nm6090597","Melanie Joosten","\N","\N","writer","tt3335606"
"8262329","nm6099545","Sebastian Barry","\N","\N","writer","tt3344694,tt7640222,tt1666261,tt2451906"
"8262642","nm6099959","Fabio Natale","\N","\N","writer","tt5595288,tt4037876,tt9583950,tt10627584"
"8263939","nm6101828","April Wolfe","\N","\N","writer,producer,director","tt3347308,tt10481868,tt3377988,tt15782900"
"8289878","nm6135541","Gabrielle Vincent","\N","\N","writer","tt6213220,tt1816518"
"8300895","nm6149740","Thomas Jackson","\N","\N","director,writer,cinematographer","tt14066526,tt14066520,tt14066514,tt15518656"
"8301166","nm6150131","Andrew Lanham","\N","\N","writer","tt2378507,tt4975920,tt4916630,tt9376612"
"8303030","nm6152442","J.C. Lee","\N","\N","producer,writer","tt7616148,tt2581458,tt3205802,tt10166602"
"8307598","nm6158235","Kessen Tall","\N","\N","actress,writer","tt0341901,tt3409392"
"8312576","nm6164520","Martha Poly Vil","\N","\N","editor,sound_department,editorial_department","tt2718028,tt1935896,tt1392888,tt5946520"
"8313892","nm6166094","Elijah Bynum","\N","\N","writer,director","tt13652142,tt3725766,tt7230898,tt3416536"
"8315341","nm6167937","Ameet Mehta","\N","\N","writer","tt1285241,tt2914056"
"8317525","nm6170609","Young-ha Kim","\N","\N","writer","tt13284094,tt5729348,tt3420684"
"8325056","nm6179825","Maria Gabriela Cardenas","\N","\N","script_department,producer,director","tt10198980,tt8433210,tt5482420,tt10265690"
"8330179","nm6186324","Jane Hawking","1944","\N","writer","tt15484842,tt0181261,tt2980516,tt2830416"
"8331685","nm6188164","Ajit Bhure","\N","\N","actor,writer","tt3982558,tt7886740,tt3438670,tt4640206"
"8339929","nm6198803","Thomas Pa'a Sibbett","\N","\N","writer,producer","tt6897480,tt3454014,tt5001754,tt11399896"
"8340249","nm6199210","Jakhar Mahendar","\N","\N","writer","tt3449292"
"8340989","nm6200158","Chris Bremner","\N","\N","writer,actor,producer","tt1502397,tt0884732,tt4919268,tt11671006"
"8342726","nm6202496","Ishan Raval","\N","\N","actor,miscellaneous,writer","tt7209510,tt11586384,tt8476156,tt1282259"
"8349327","nm6211307","R.T. Neason","\N","\N","director,writer","tt2678948"
"8349658","nm6211716","Ahmed Mourad","1978","\N","writer","tt3461252,tt4003070,tt10515086,tt6909846"
"8350871","nm6213280","Daniel Gabriel","\N","\N","producer,director,actor","tt4207112,tt8354112,tt7137306,tt3856408"
"8352696","nm6215655","Tani Basu","\N","\N","director,producer,writer","tt2082197,tt4853764,tt4129428"
"8354917","nm6218684","Egor Olesov","\N","\N","producer,visual_effects,writer","tt2934916,tt4084744,tt2007471,tt6828390"
"8358171","nm6223233","Karen Rinaldi","\N","\N","writer","tt3471098"
"8358963","nm6224331","Jocelyn Clarke","\N","\N","writer,miscellaneous","tt9340526,tt4714568,tt7988304"
"8366261","nm6233994","Matt Leslie","1980","\N","miscellaneous,writer,producer","tt1408253,tt5774450,tt3125324,tt1398426"
"8367498","nm6235677","Umesh Bist","\N","\N","writer,director","tt11142762,tt13698768,tt3483596,tt4467202"
"8372523","nm6242731","Gürhan Özçiftçi","\N","\N","writer,director,assistant_director","tt10923334,tt1523491,tt3499060,tt7832124"
"8372588","nm6242804","Edward Gibbon","1737","1794","writer","tt10097698"
"8384987","nm6259478","Frank Cotolo","\N","\N","writer,producer,actor","tt3615232,tt1422777,tt0081184,tt0229907"
"8393836","nm6270798","Luc-Olivier Veuve","\N","\N","writer","tt2261749"
"8398152","nm6276564","Ned Martel","\N","\N","producer,writer","tt10199914,tt1327801,tt1844624,tt1684226"
"8398479","nm6276982","Niceole R. Levy","\N","\N","producer,writer","tt8179402,tt6111130,tt5614844,tt6285944"
"8401889","nm6281424","Alexis Manenti","\N","\N","actor,writer","tt3112654,tt4075386,tt10199590,tt5092380"
"8403585","nm6283683","Shuying Chen","\N","\N","writer","tt2599716"
"8405477","nm6286329","Shay Modaressi","\N","\N","art_department,animation_department,director","tt11233960,tt6491178,tt3821280,tt3528438"
"8406443","nm6287571","Chris Kelly","\N","\N","writer,location_management,producer","tt4158876,tt0072562,tt1517451,tt8310612"
"8408519","nm6290393","Jeanne Ryan","\N","\N","writer,producer","tt3531824"
"8408521","nm6290395","Joshua Kissi","\N","\N","director,writer,art_department","tt14824896,tt12607910,tt14824920,tt3531830"
"8410790","nm6293294","Rojin Thomas","\N","\N","director,writer","tt5297182,tt10534500,tt11026686,tt3323920"
"8425375","nm6311892","Sarah Gubbins","\N","\N","producer,writer","tt5536746,tt5478730,tt4370596,tt8430598"
"8426637","nm6313373","Artur Veeber","\N","\N","producer,writer","tt2991224,tt3897322,tt10662238"
"8426638","nm6313374","Tatjana Mülbeier","\N","\N","producer,writer","tt10662238,tt3897322,tt2991224"
"8427896","nm6314922","Ganeshaa","\N","\N","writer,director","tt8011302,tt13206988,tt10189514,tt3557978"
"8431267","nm6319218","Saiwyn Quadras","\N","\N","writer,producer","tt6826438,tt3001638,tt5286444,tt10869778"
"8431923","nm6320077","J.M. Ledgard","\N","\N","writer","tt3563262"
"8432193","nm6320429","Nidhi Singh Dharma","\N","\N","writer,assistant_director,producer","tt15428772,tt3563748,tt7340684,tt9248972"
"8437965","nm6328029","Piyush Gupta","\N","\N","miscellaneous,writer,assistant_director","tt9052870,tt5074352,tt15250998,tt3531852"
"8437966","nm6328030","Nikhil Mehrotra","\N","\N","writer,director","tt9052870,tt3531852,tt5074352,tt10350626"
"8437967","nm6328031","Shreyas Jain","\N","\N","writer,music_department,soundtrack","tt5074352,tt6692354,tt6967980,tt3531852"
"8444467","nm6336447","Yassin Kamel","1982","\N","writer,art_director","tt3576728,tt1772838"
"8444469","nm6336449","Ayman Jamal","\N","\N","producer,director,writer","tt3576728,tt7256850,tt12171130,tt12170678"
"8447637","nm6340481","Pauline van Mantgem","\N","\N","writer,script_department,miscellaneous","tt10521092,tt4662902,tt3471980,tt6622316"
"8450323","nm6344069","Kelly Lauren Baker","\N","\N","writer,producer","tt3584496"
"8467016","nm6365846","David Kushner","\N","\N","producer,writer","tt13609670,tt7937254,tt5439812,tt15297676"
"8467136","nm6366015","Alistair Legrand","\N","\N","director,writer","tt5577742,tt3603808,tt9805322"
"8477704","nm6379626","Vikramjit Singh","\N","\N","writer,cinematographer,director","tt2976182,tt0083452,tt4985254"
"8486283","nm6390963","Phoebe Gloeckner","\N","\N","writer","tt3172532"
"8486731","nm6391502","Paula Hawkins","1972","\N","writer,actress,producer","tt6557640,tt3631112,tt8907992,tt0237968"
"8487497","nm6392441","Nunzio Randazzo","\N","\N","writer,actor,producer","tt4172010,tt4172374,tt13033576,tt9848626"
"8489059","nm6394365","Fuad Al-Qrize","1990","\N","writer,producer,miscellaneous","tt15739720,tt11827480,tt14358192"
"8508808","nm6420815","John Preston","\N","\N","writer","tt3661210,tt14221124,tt6938856"
"8509450","nm6421627","Pierre Lacheau","\N","\N","writer,producer","tt3013602,tt8523334,tt4400058,tt13774454"
"8510755","nm6423183","Carlos Kotkin","\N","\N","writer,miscellaneous","tt8515372,tt2357291,tt5759196,tt4587656"
"8521069","nm6436658","Ashwiny Iyer Tiwari","\N","\N","director,writer,producer","tt5005684,tt6967980,tt8983166,tt5832922"
"8522922","nm6438942","Pierre Debusschere","\N","\N","director","tt12607910"
"8525452","nm6442107","Ram Kumar","\N","\N","writer,director,actor","tt3681442,tt7060344,tt10133300,tt15768004"
"8525771","nm6442525","Maja Todorovic","\N","\N","writer,producer,director","tt8737152,tt10423022,tt8710432,tt3681828"
"8545013","nm6467361","Joe Murtagh","1990","\N","writer,script_department","tt4487574,tt6212478,tt4460792,tt7661390"
"8548798","nm6472391","Chao Lv","\N","\N","writer","tt2599716"
"8550455","nm6474441","H. Vinoth","\N","\N","writer,director","tt3711164,tt10806040,tt9675716,tt7060460"
"8553091","nm6477834","Eduardo Barreto","1954","2011","writer","tt7167630"
"8557175","nm6483324","Emmanuel Adjei","\N","\N","director,writer,editor","tt14195008,tt12607910"
"8564640","nm6492918","James Bowen","1979","\N","miscellaneous,writer,producer","tt3606888,tt9564270,tt0844203,tt0962964"
"8565364","nm6493866","Preeti Mamgain","\N","\N","writer,actress","tt7901874,tt3859980,tt11836806,tt3729248"
"8575528","nm6506884","Saroo Brierley","1981","\N","writer","tt4346344,tt7806624,tt0123338,tt3741834"
"8575923","nm6507373","Shantanu Srivastava","\N","\N","writer","tt12916740,tt7725596,tt3398048,tt14321330"
"8576329","nm6507883","Bryony Kimmings","\N","\N","writer","tt13011582,tt4460168,tt6829528,tt8623904"
"8581691","nm6514669","David Rosier","\N","\N","producer,writer","tt6915100,tt12494638,tt3674140,tt1541002"
"8590776","nm6525945","Lisa Collier Cool","\N","\N","writer","tt2377322"
"8591373","nm6526715","Benjamin Cleary","\N","\N","writer,director,editor","tt6794478,tt13207508,tt4817576,tt10855054"
"8604406","nm6543415","Jeanne Marie Laskas","1958","\N","writer","tt3322364,tt0133302,tt0085075,tt2163227"
"8615995","nm6558641","Brandon Cohen","\N","\N","writer,producer","tt14980258,tt3793788,tt9181662,tt5540622"
"8619824","nm6563565","Alice Waddington","1990","\N","writer,director,producer","tt4905548,tt3089326,tt6127004"
"8620592","nm6564541","Beth Reekles","\N","\N","writer","tt3799232,tt12783454,tt9784456"
"8621190","nm6565274","Christina Strain","\N","\N","writer,producer,miscellaneous","tt3685048,tt2403776,tt10332588,tt4254242"
"8623574","nm6568618","Den Tolmor","\N","\N","producer,writer","tt11150664,tt6319654,tt12356510,tt4908644"
"8629611","nm6576361","Matt D'Avella","\N","\N","director,cinematographer,editor","tt13583144,tt8189076,tt3810760,tt4389364"
"8632759","nm6580663","Vikram Sirikonda","\N","\N","writer,assistant_director,actor","tt3142764,tt1230544,tt1814797,tt6468814"
"8634756","nm6583447","Bruce Schooley","\N","\N","director,writer,producer","tt12109842,tt2785390,tt5646136,tt8564902"
"8638984","nm6588801","Ted Caplan","\N","\N","writer","tt16432014,tt3823392,tt10556022"
"8639692","nm6589702","Vladimir Vasiliev","\N","\N","writer","tt0409904,tt12112298,tt12908084"
"8639966","nm6590106","Randall Green","\N","\N","writer","tt12801262,tt4270492,tt6828764,tt8201170"
"8640732","nm6591098","Molly Bloom","\N","\N","writer","tt0123366,tt0379623,tt0430836,tt4209788"
"8641968","nm6592803","Yashasvi Mishra","\N","\N","assistant_director,actor,writer","tt8439854,tt7094488,tt10741542,tt3827434"
"8647592","nm6600340","Clara Royer","1981","\N","writer","tt5855772,tt3808342"
"8647700","nm6600470","Catherine Ruelle","\N","\N","actress,writer","tt0076652,tt0090985,tt12479454,tt12479488"
"8647701","nm6600471","Louise Vandelac","\N","\N","writer","tt0090985"
"8647867","nm6600684","Elisabeth Burghardt","\N","\N","writer,producer,miscellaneous","tt6895762,tt3825638,tt7715282"
"8658490","nm6614229","Jenny Han","\N","\N","writer,producer,actress","tt10676012,tt14490706,tt9354842,tt3846674"
"8666439","nm6624843","Michael Lark","\N","\N","writer,animation_department,art_department","tt5541238,tt7445646,tt1836037"
"8682714","nm6646080","Jeff Bauman","\N","\N","writer,miscellaneous","tt1637574,tt1746642,tt5139360,tt3881784"
"8688153","nm6653008","Ramendra Vasishth","\N","\N","writer,director,actor","tt4272986,tt9426440,tt4088150,tt3001638"
"8693221","nm6659953","Cathleen Miller","\N","\N","writer","tt1054580"
"8695670","nm6663217","Arielle Holmes","1993","\N","actress,writer","tt3721936,tt4261326,tt3687186"
"8698654","nm6667085","Deborah Ellis","\N","\N","writer","tt3901826"
"8698907","nm6667417","Indira Bisht","\N","\N","writer","tt15891812,tt3554418"
"8705413","nm6676088","Amy Krouse Rosenthal","1965","2017","writer","tt7026634,tt15250848,tt8521876,tt14227048"
"8705414","nm6676089","Tom Lichtenheld","\N","\N","writer","tt15250848,tt3910646,tt8521876,tt5606710"
"8705713","nm6676487","Jeff Rowe","\N","\N","writer,director,actor","tt5363918,tt8589698,tt7979580,tt1865718"
"8710173","nm6682160","Sujeeth","\N","\N","writer,director,assistant_director","tt11367730,tt6836936,tt5849466,tt3916700"
"8710673","nm6682793","Moara Passoni","\N","\N","producer,writer,director","tt6016744,tt5739042,tt4160256,tt7517134"
"8711590","nm6684145","Tanida Hantaweewatana","\N","\N","writer,director","tt3199398,tt11542210,tt8059904,tt6788942"
"8718916","nm6694031","Zu Quirke","\N","\N","director,writer,editorial_department","tt4776892,tt3948070,tt5805104,tt11044858"
"8728855","nm6707605","Maria Pulera","\N","\N","producer,director,writer","tt7295450,tt8394888,tt3960584,tt8394756"
"8728906","nm6707680","Jonathan Herman","\N","\N","writer,actor,producer","tt2066055,tt10383786,tt13479990,tt1398426"
"8731608","nm6710963","Michael Cody","\N","\N","writer","tt3963816"
"8731671","nm6711056","Joo-Suk Park","\N","\N","writer","tt2972362,tt5700672"
"8739941","nm6721779","Aaron Dancik","\N","\N","writer","tt8262606,tt3978720"
"8750359","nm6735778","Khurram H. Alavi","\N","\N","director,writer,visual_effects","tt7256850,tt3576728"
"8754716","nm6741315","Karan Singh Rathore","\N","\N","writer,director,composer","tt5465370,tt3001638,tt13388096"
"8763181","nm6752528","Kathryn Borel","\N","\N","writer,producer","tt3413236,tt5421602,tt7475590,tt0397306"
"8767277","nm6757816","Madhiyalagan Subbiah","\N","\N","writer,assistant_director,miscellaneous","tt2112124,tt2072227,tt4864932,tt0479651"
"8773070","nm6765196","Robert Damon Schneck","\N","\N","writer","tt4030600"
"8776915","nm6770467","Niranjan Ramireddy","\N","\N","writer","tt3496054,tt9042608,tt6613470"
"8783560","nm6780137","Prasad Ramar","\N","\N","director,writer","tt2585562,tt4047104"
"8785002","nm6782145","Mike Makowsky","1991","\N","producer,writer,actor","tt6169694,tt6598626,tt8206668"
"8791307","nm6790237","Mardi Rustam","\N","\N","producer,actor,director","tt0074455,tt0126973,tt0157655,tt0089109"
"8791561","nm6790582","Sam Wolfson","\N","\N","writer,producer,soundtrack","tt16085592,tt9252508"
"8794291","nm6794462","Castle Freeman Jr.","\N","\N","writer","tt4061010"
"8800429","nm6802799","Bryna Wilson","\N","\N","actress,writer","tt0061177"
"8800431","nm6802801","Ben Shapiro","\N","\N","writer,music_department","tt0061177,tt0063503"
"8801466","nm6804048","Torsten Wenzel","\N","\N","writer","tt4005402,tt7125742"
"8801820","nm6804524","Alex Cramer","\N","\N","writer","tt8493964,tt3826338,tt6450186,tt6794882"
"8802370","nm6805281","Cheston Hervey","\N","\N","producer,writer,actor","tt11921400,tt5105784,tt10079754,tt4009460"
"8802679","nm6805758","Atakhan","\N","\N","writer","tt3173594"
"8804683","nm6808564","Jesse Maiman","\N","\N","writer,producer","tt6062490,tt10521092,tt4076926,tt6573794"
"8810033","nm6815606","Maksim Budarin","\N","\N","writer","tt4084744,tt6270596,tt10072544,tt14371244"
"8810034","nm6815608","Max Dankevich","1975","\N","writer,producer,executive","tt9309728,tt4084744,tt5528188,tt0409904"
"8814305","nm6820975","Sanchit Bedre","\N","\N","assistant_director,writer","tt9531772,tt7212726,tt1806913,tt4535650"
"8822160","nm6832369","Gurmeet Ram Rahim Singh","1967","\N","writer,music_department,miscellaneous","tt6642396,tt4107858,tt6467380,tt4921860"
"8829589","nm6842463","Ivan Atkinson","\N","\N","producer,writer,miscellaneous","tt8367814,tt6139732,tt1638355,tt11083552"
"8834889","nm6849771","Anna Todd","\N","\N","writer,producer","tt4126476,tt10362466"
"8842579","nm6859370","A.C. Mughil","\N","\N","writer,director","tt0403935,tt8983306,tt4328102,tt10888594"
"8843094","nm6860225","Yaosheng Chang","\N","\N","writer,miscellaneous,script_department","tt10883506,tt4137614,tt10265936,tt12921022"
"8853087","nm6873597","Kevin Wignall","1967","\N","writer","tt3740800,tt6504488,tt2674358,tt8259578"
"8855324","nm6876571","Silke Eggert","1979","\N","writer","tt15326246,tt4158734,tt5451118,tt5943424"
"8859021","nm6881486","Victor Surge","\N","\N","writer,producer,miscellaneous","tt11399876,tt3317158,tt5690360,tt8542722"
"8861908","nm6885237","Alejandro Romeo","\N","\N","director","tt1687247"
"8865603","nm6890017","Mary Laws","\N","\N","producer,writer","tt10404698,tt1974419,tt7660850,tt5016504"
"8871466","nm6897793","Bob Green","\N","\N","writer","tt0103767"
"8874500","nm6901643","Clint Sears","\N","\N","writer,producer,actor","tt11246006,tt4163020,tt5788812,tt6182078"
"8874819","nm6902029","Jitendra Pawar","\N","\N","writer,assistant_director,director","tt4187650,tt2211174,tt9756010,tt7283064"
"8874928","nm6902151","Asif Ali Beg","\N","\N","actor,writer","tt7853242,tt12392504,tt3836958,tt4977530"
"8882433","nm6912381","Karen Schaler","\N","\N","writer,producer,actress","tt8354006,tt10887838,tt7608418,tt9102152"
"8885805","nm6916508","Rahul Sankrityan","\N","\N","director,writer,producer","tt13349716,tt4202974,tt8047208"
"8905561","nm6942950","Giorgio Cattaneo","\N","\N","writer","tt4235016,tt1697064"
"8909005","nm6947132","Andrey Gavrilov","\N","\N","writer,actor,script_department","tt4471388,tt2649128,tt4600952,tt14416180"
"8918797","nm6959877","Christy Beam","\N","\N","actress,writer","tt0911896,tt5939868,tt0081857,tt4257926"
"8926762","nm6970271","Susan Godfrey","\N","\N","writer","tt0106936"
"8930567","nm6975399","Ehud Lavski","\N","\N","writer","tt6908042,tt8368408,tt4276922,tt6228248"
"8932003","nm6977362","Lory Tatoulian","\N","\N","actress,writer,producer","tt3781762,tt8764560,tt6182908,tt10364178"
"8936506","nm6983391","Bruce Cook","1932","2003","writer","tt3203606"
"8937081","nm6984200","Scott McEwen","\N","\N","writer,miscellaneous","tt2179136"
"8947799","nm7009590","Dan Wells","\N","\N","writer","tt4303340,tt5926494"
"8963891","nm7030243","Jacques Ellul","\N","\N","writer","tt0197138,tt3726990"
"8968691","nm7036663","Paul Johnstone","\N","\N","writer,producer,director","tt4332814,tt8585482,tt16751566,tt9026184"
"8971091","nm7040048","Dmitry Safonov","\N","\N","writer","tt2649128,tt9481690"
"8979004","nm7050300","Joe Talbot","\N","\N","writer,producer,director","tt6219668,tt4353250"
"8980390","nm7052140","Spencer Stone","\N","\N","actor,writer","tt6802308,tt0167515,tt0285335,tt0380100"
"8981971","nm7054168","Noga Landau","\N","\N","writer,producer","tt7949218,tt4254242,tt4357394,tt10313176"
"8988138","nm7062230","Mohd. Muneem Nazir","\N","\N","actor,writer","tt7805960,tt3585456"
"8989594","nm7064018","Harit Mehta","\N","\N","writer,miscellaneous","tt3405236,tt6580564"
"8989595","nm7064019","Ashish Vashi","\N","\N","actor,writer","tt3405236,tt7662118,tt10980562,tt6221254"
"8996577","nm7073474","Halenur Uzunoglu","\N","\N","director,assistant_director,writer","tt6316138,tt7668842,tt4745726,tt3371332"
"8996808","nm7073779","Umair Aleem","\N","\N","writer","tt7737528,tt1635650,tt8080208,tt4382872"
